20,1493.3290213909338
21,1568.933282333149
22,1651.1465837196208
23,1710.3388155704113
24,1796.9408855197648
25,1878.927041756237
26,1961.9378701125486
27,2024.340965981232
28,2114.019056667509
29,2162.3784353920314
30,2241.0812754012177
31,2310.800064025774
32,2384.1623374996148
33,2472.04659828384
34,2484.134242846442
35,2571.847538547607
36,2638.78468586998
37,2695.8282926728134
38,2751.151729479432
39,2789.5884119728157
40,2855.565991846109
41,2950.812964103356
42,2990.9940293139416
43,3002.598561437368
44,3079.033615614565
45,3105.5188522712447
46,3119.481502785812
47,3212.635332598661
48,3232.3164227272478
49,3297.643966070088
50,3356.50624650128
51,3393.0188390880635
52,3379.063374692767
53,3500.9453183633036
54,3443.1839249776854
55,3578.579691617568
56,3614.760401807365
57,3614.9861649039444
58,3664.544406896954
59,3734.5066506041017
60,3754.4035061722384
61,3799.9015101137525
62,3845.105019759469
63,3933.80896610532
64,3912.0269645688563
65,4002.644696660081
66,3967.521497980404
67,4066.6678378749175
68,4080.2621018686355
69,4190.460370857106
70,4221.43538513062
71,4216.112936475753
72,4213.184429243518
73,4262.664799987226
74,4110.490178426925
75,4237.235863914612
76,4269.070851037531
77,4334.674934410629
78,4379.6808385431905
79,4431.642605952843
80,4544.800498591491
81,4477.024942518745
82,4497.2560356418435
83,4566.773009582366
84,4707.794926863638
85,4665.865417775752
86,4832.420388894772
87,4863.680493730821
88,4817.169162866476
89,4982.622511757841
90,5000.516211372834
91,5057.113577799361
92,5061.160285154254
93,5246.27269748182
94,5230.985688233517
95,5330.254162090021
96,5359.819413892282
97,5474.465653802666
98,5536.725906978159
99,5612.063367553487
100,5697.935039517065
