0	21.4711388786
1	21.4711388786
2	21.4477420092
3	21.4711388786
4	21.4711388786
5	21.4711388786
6	21.4711388786
7	21.4711388786
8	21.4711388786
9	21.4477420092
10	21.4711388786
11	21.4477420092
12	21.4711388786
13	21.4711388786
14	21.4711388786
15	21.4711388786
16	21.4711388786
17	21.4711388786
18	21.4711388786
19	21.4477420092
20	21.4711388786
21	21.4477420092
22	21.4711388786
23	21.4711388786
24	21.4711388786
25	21.4711388786
26	21.4477420092
27	21.4711388786
28	21.4711388786
29	21.4711388786
30	21.4711388786
31	21.4711388786
32	21.4477420092
33	21.4711388786
34	21.4711388786
35	21.4711388786
36	21.4477420092
37	21.4711388786
38	21.4711388786
39	21.4477420092
40	21.4477420092
41	21.4477420092
42	21.4711388786
43	21.4477420092
44	21.3775379248
45	21.2604854367
46	21.1902259758
47	21.1433744693
48	21.1199451179
49	21.0965133507
50	21.0730791549
51	21.0730791549
52	21.0730791549
53	21.0496425176
54	21.0496425176
55	21.0496425176
56	21.026203426
57	21.0496425176
58	21.0496425176
59	21.0496425176
60	21.026203426
61	21.0496425176
62	21.0496425176
63	21.026203426
64	21.026203426
65	21.026203426
66	21.0496425176
67	21.026203426
68	21.026203426
69	21.0496425176
70	21.026203426
71	21.026203426
72	21.026203426
73	21.026203426
74	21.026203426
75	21.026203426
76	21.026203426
77	21.026203426
78	21.026203426
79	21.026203426
80	21.026203426
81	21.026203426
82	21.0496425176
83	21.0496425176
84	21.026203426
85	21.026203426
86	21.026203426
87	21.026203426
88	21.0496425176
89	21.026203426
90	21.0496425176
91	21.026203426
92	21.026203426
93	21.026203426
94	21.026203426
95	21.026203426
96	21.026203426
97	21.026203426
98	21.026203426
99	21.026203426
100	21.0496425176
101	21.0496425176
102	21.026203426
103	21.026203426
104	21.026203426
105	21.026203426
106	21.026203426
107	21.026203426
108	21.026203426
109	21.026203426
110	21.026203426
111	21.026203426
112	21.0027618673
113	21.026203426
114	21.026203426
115	21.026203426
116	21.026203426
117	21.0027618673
118	21.026203426
119	21.026203426
120	21.0496425176
121	21.026203426
122	21.026203426
